"Sequence No." "V" "D" "air density" "Humidity" "I" "S_a" "S_b" "y (% relative to rated power)"
"65" 13.41597 202.85 1.23033384501184 80.626013 0.0867588403969299 0.175999640101016 0.0905769907062088 99.14
"66" 14.00679 201.4156 1.22962272548957 78.401523 0.0494163687754296 0.181292655626622 0.115126226352255 99.6066666666667
"67" 14.57949 203.8514 1.22946728550738 78.714148 0.067235458853499 0.150239691954529 0.084214999923877 98.8466666666667
"68" 13.74885 205.7654 1.22945195918831 78.581042 0.0627725664328289 0.105375235440124 0.0827388761336762 99.5266666666667
"69" 14.24545 205.563 1.22959812703427 78.177962 0.0546381897377759 0.0953246157543408 0.107388071022857 95.8333333333333
"70" 12.87966 208.0012 1.22941289225472 79.250734 0.0755547506688841 0.127414143652608 0.121344856669331 87.0466666666667
"71" 11.97292 206.9648 1.23004245419115 80.443913 0.0541072687364486 0.143239377144876 0.0996979832221424 77.4166666666667
"72" 11.80504 198.9755 1.22977169029447 80.85116 0.0475795677100628 0.156592919485245 0.108792080818133 79.7333333333333
"73" 11.85402 195.2979 1.23010603274484 80.271728 0.0483950170490686 0.16182020235993 0.114292520925054 72.0366666666667
"74" 11.18949 197.4942 1.23014842004228 81.851327 0.0471168391052675 0.19510528939278 0.109072994528478 63.68
"75" 10.38488 200.1369 1.23015259521764 82.702719 0.0439703877175278 0.21343916314371 0.139632380833464 57.5566666666667
"76" 10.17964 205.2214 1.23006284703279 83.097273 0.0490841915824135 0.20804556863822 0.173890511847237 56.2833333333333
"77" 10.1086 204.1007 1.22933202014602 81.958048 0.0504777318323012 0.288021295002945 0.158441457971251 59.6133333333333
"78" 10.59407 200.8343 1.22846682124216 80.124739 0.0424954526447343 0.347948977447943 0.197935598462984 60.7866666666667
"79" 10.23433 197.7035 1.22736286752468 78.283297 0.0365735910411331 0.331373436920079 0.17807524062691 49.9466666666667
"80" 9.4694 199.3735 1.22704809651209 78.15852 0.0382796164487718 0.364742106295975 0.208863818871216 43.3266666666667
"81" 9.302818 197.0309 1.22658303628584 77.685219 0.0336308202525299 0.455735815211319 0.25249066393298 44.18
"82" 9.54034 194.9614 1.22556860708323 75.55416 0.0383923528930835 0.429160251400236 0.297916469250349 53.68
"83" 10.06977 189.51 1.22455203804298 73.198745 0.0570526536355845 0.292697415176978 0.264849331535359 43.1066666666667
"84" 9.153992 180.6182 1.22532441859292 76.869532 0.0562254041733923 0.35357049783911 0.279352425003187 47.7366666666667
"85" 9.734317 184.2639 1.22390212844881 73.612738 0.0441802028842907 0.330558509986074 0.25203330443462 47.51
"86" 9.327646 190.7674 1.2236902639418 72.675849 0.0615126796192737 0.419831257662957 0.22323026944714 42.02
"87" 9.44409 192.3806 1.22283142837659 70.242479 0.0384152628786892 0.336100632696856 0.200621107410033 52.35
"88" 10.56487 190.0159 1.22008000530136 60.771035 0.0179278306311389 0.151329889873245 0.236455604900081 59.7066666666667
"89" 10.85057 189.3679 1.22020740222107 61.808298 0.0437133993882349 0.131870842147781 0.277640464164371 64.93
"90" 10.70179 189.4155 1.21854254408033 60.493916 0.0315301178587881 0.0813712888870389 0.230781563362318 59.4133333333333
"91" 10.42908 189.8465 1.21802487012847 59.908534 0.012745822258531 0.146356488487112 0.224254095274729 54.0966666666667
"92" 9.490635 188.7488 1.21890566581829 62.373645 0.0612082120953972 0.342438922061373 0.263513385760684 34.2766666666667
"93" 8.431191 188.35 1.21999447004453 65.39934 0.0400572469536036 0.377555955608882 0.325748473564473 32.97
"94" 8.590347 190.3593 1.21953414886519 64.492009 0.0297314415820455 0.380061840761457 0.336096492884606 35.29
"95" 8.894945 185.9805 1.21790493059885 63.177826 0.0366949430266292 0.346465852880803 0.275465812884554 48.4066666666667
"96" 9.798152 188.6125 1.21615493996865 60.034299 0.027832779079157 0.343123187583086 0.296645566917698 40.5366666666667
"97" 9.032223 184.5366 1.21667816950149 61.752954 0.0613218030599997 0.462640984415291 0.422502787678232 38.37
"98" 9.112514 179.8648 1.21719638229192 62.962993 0.0817850156389335 0.458773176235736 0.314972065418488 49.7
"99" 10.12306 177.9682 1.21597952086688 60.345737 0.0522225196729052 0.469013086402929 0.332645286747478 56.0433333333333
"100" 10.1674 177.2568 1.21557609041995 58.360079 0.0373106202175581 0.40416647261061 0.369510090776188 58.6566666666667
"101" 11.13466 163.4733 1.21545062911508 60.771035 0.055753134806092 0.127501518747117 0.316121506357795 78.81
"102" 12.55095 159.8125 1.21312875972801 57.964734 0.0321930292129281 0.0430560407241639 0.246349953861174 88.5766666666667
"103" 12.87153 157.6909 1.21238687522099 56.464482 0.0239845535068481 0.0916918481890886 0.209313609118506 87.0966666666667
"104" 12.3606 155.2742 1.21323638909737 56.714821 0.0249139281264663 0.111966139991425 0.230258824938384 81.65
"105" 11.59536 152.9989 1.21312994331248 56.838205 0.0721974824412524 0.107872237242333 0.225420317752491 68.52
"106" 11.16213 151.2844 1.21341916767811 57.218277 0.0400769387204772 0.0941541631370106 0.30358470689778 74.1533333333333
"107" 11.16885 152.0844 1.21356002363947 57.517812 0.0362972642662405 0.0954067381398118 0.244299868162676 71.6266666666667
"108" 11.02269 150.8522 1.21462984635045 58.619346 0.0331435339286508 0.0804774889064083 0.240258624586027 75.4666666666667
"109" 11.34358 150.1212 1.21484125745459 58.525121 0.0338015688168991 0.09203147377953 0.228671187721366 72.2933333333333
"110" 11.31392 148.7296 1.21528776246137 58.344012 0.0365174758174002 0.0478850194817744 0.254282322999707 79.45
"111" 11.42618 149.514 1.21597083856543 58.120452 0.0300488177151069 0.155616518821115 0.24414380425823 71.6233333333333
"112" 10.90765 150.1552 1.21683193325561 57.717369 0.0385329195564581 0.226300579159915 0.260701491613143 78.2366666666667
"113" 11.39482 150.8847 1.21651297828826 57.693368 0.0344660029732808 0.221597148910534 0.279320259446777 78.5833333333333
"114" 12.0711 147.2924 1.21747032576735 57.850673 0.0735308961072313 0.136608954605375 0.266592619439417 66.5233333333333
"115" 10.12126 144.1459 1.21700068740663 58.060346 0.0925717944208527 0.149639746036862 0.106264778711541 65.3733333333333
"116" 11.6975 149.5977 1.21845952592836 59.274751 0.0367203761487497 0.252829576325412 0.237202880347008 77.7833333333333
"117" 11.48132 154.5612 1.21912256792868 59.59075 0.0386813101629429 0.262716239264724 0.248431003147851 76.8666666666667
"118" 12.06834 156.4211 1.21890096011165 59.294984 0.0312605544755948 0.257998389530048 0.230131693173956 83.6866666666667
"119" 12.39999 155.9129 1.21753305537519 57.946683 0.0338420111629122 0.193884313981828 0.248005034980635 83.69
"120" 11.89114 154.3068 1.21789480538532 58.902415 0.0386933801132608 0.218760702907077 0.260776655962982 79.52
"121" 11.58283 152.9523 1.21851760342482 59.275147 0.0367635802303927 0.193275755640427 0.242943115657844 75.7333333333333
"122" 11.1502 151.9022 1.21874346714502 58.452121 0.0320846352531793 0.218020412537677 0.268103205015074 73.4433333333333
"123" 10.66473 148.9311 1.21961671946333 58.922451 0.0308125850349704 0.264992089335136 0.290004532247037 58.8333333333333
"124" 9.812427 146.245 1.22111740701515 60.727989 0.087577140701276 0.449814920163141 0.262772552558269 66.7666666666667
"125" 10.91497 147.0206 1.22110014943267 60.537954 0.0598111401130741 0.398042493711778 0.307890463301601 78.8533333333333
"126" 11.77702 148.5017 1.22048348481636 60.409015 0.0389157358992343 0.261040055073612 0.293139243445842 86.07
"127" 11.79721 147.8264 1.22063915255503 60.468724 0.0497435919170719 0.186633643709253 0.251001505504245 66.3766666666667
"128" 9.806412 144.7639 1.22063127304883 60.055128 0.0955554794148971 0.218284890853152 0.147432721527561 56.6366666666667
"129" 9.595771 144.3874 1.2209679958395 59.779595 0.0899588579177223 0.273208679329738 0.120923451958595 59.4433333333333
"130" 9.682046 144.6689 1.22151576410732 60.916041 0.0842150512402027 0.403763539731657 0.129926606083459 70.79
"131" 10.83376 146.1373 1.22186673045422 61.444095 0.0734745277724446 0.477164222029638 0.217848820601621 72.1533333333333
"132" 10.69777 145.9114 1.22152413802714 61.122543 0.0783981427905068 0.505383031388211 0.231931504883635 62.1433333333333
"133" 10.0303 145.4308 1.22055212733157 60.032778 0.0799590241568049 0.58387366892428 0.222166772579437 57.0466666666667
"134" 8.832456 143.3455 1.22048171078031 60.203506 0.108855860702844 0.674353295710996 0.100025051917908 53.0866666666667
"135" 9.36938 145.1336 1.22040123506811 60.006132 0.10719951586978 0.471060534293112 0.182112508638255 53.3766666666667
"136" 9.721454 146.3707 1.22076790723834 60.138839 0.0918727075188547 0.387779598426052 0.24625420974031 37.4466666666667
"137" 7.689272 142.216 1.2212825136085 61.024151 0.104488435316113 0.424621570374329 0.0561023740259882 31.0366666666667
"138" 6.186605 136.3342 1.22186500490905 62.125486 0.19467381544482 0.453525289508158 0.124856842928492 19.0433333333333
"139" 6.110772 134.6529 1.22201735636889 63.321841 0.189217008914749 0.404152493702937 0.0529438845264125 22.3266666666667
"140" 5.779982 132.3826 1.22226201176804 63.731666 0.182017002821116 0.4882972919419 0.029111636695025 21.5533333333333
"141" 6.286961 137.0064 1.22259152693512 64.359698 0.164108859590508 0.296388437826797 0.0484333667127292 21.23
"142" 6.064066 135.4899 1.22267545263745 63.655692 0.152401111729325 0.442362626543746 0.0154759056675203 26.7333333333333
"143" 5.812076 134.6641 1.22280172001966 64.326571 0.169578959394199 0.535995916971599 0.0310325231815067 28.46
"144" 5.506067 132.5325 1.22313672275139 65.296189 0.19636030582265 0.566631753602271 0.0184954271353828 25.44
"145" 5.868518 137.2978 1.22301779201113 64.804239 0.195850979753321 0.443814300584341 0.0642121258789339 19.3466666666667
"146" 6.199965 138.8406 1.2234528561373 65.612981 0.144873156542013 0.287471945980912 0.00955561472147648 19.6233333333333
"147" 5.588845 136.77 1.22405525064692 66.545904 0.201558640470437 0.435812481763147 0.0865988007696445 14.0966666666667
"148" 5.352541 136.0792 1.22511070460299 66.467747 0.160213102524577 0.472410414337305 0.0076221761958447 13.0833333333333
"149" 4.064476 133.0339 1.2267237944028 70.884989 0.159969034138718 0.659741851495437 0.00822385268871923 11.2466666666667
"150" 4.99171 138.0149 1.22652873746826 69.697563 0.168522129691028 0.473156948588375 0.060382718241167 10.07
"151" 5.283092 139.8461 1.226442403752 69.528553 0.181106461897692 0.374222903468229 0.0691037684941737 12.1233333333333
"152" 5.33007 140.0986 1.22620525266651 69.567632 0.175506738185427 0.374121935020349 0.100816894205791 10.4733333333333
"153" 5.949499 143.8447 1.22603413327845 70.184752 0.185740681694375 0.140086993977649 0.139707292039204 12.02
"154" 6.988285 148.4806 1.22604078549428 68.696601 0.0435376204605279 0.09632504382187 0.241680509446312 12.8633333333333
"155" 6.258235 155.701 1.22629257618595 69.676338 0.0500241361981453 0.285220326234291 0.249821068400431 10.1433333333333
"156" 5.833392 158.6207 1.22678942942574 70.783226 0.0266408120695472 0.234512637229857 0.34149046956892 8.54
"157" 5.81182 159.5434 1.22705214709293 72.000012 0.0701807695351886 0.155319723632151 0.352125889526723 7.67333333333333
"158" 5.182415 169.9178 1.22782068952056 74.017209 0.0742663217824123 0.311595963900282 0.248708645606346 3.62
"159" 4.796515 182.8753 1.22882059466316 77.604879 0.0665674348980458 0.291358215647334 0.183512112511959 4.38333333333333
"160" 5.227677 187.458 1.2302595801129 79.754783 0.0462959742922143 0.242629417573708 0.176074901673006 7.45
"161" 5.682593 185.4888 1.23091967679754 81.109432 0.0660826668388885 0.121149589067661 0.130969443759413 10.6533333333333
"162" 5.799454 185.2414 1.23203559084368 82.523793 0.0401381061044712 0.000600398850948518 0.0455571297547906 7.62333333333333
"163" 5.543182 186.383 1.23277918692551 83.930614 0.0274847010255121 0.0095045025991642 0.0140532256460992 5.67
"164" 5.25844 195.2711 1.23387613019598 85.822245 0.0690817238572656 0.0352611527897424 0.0170921638403402 6.71
"165" 5.328467 200.5891 1.23438911569211 87.329237 0.0487939214036607 0.0619622137097871 0.0578095154331521 7.06
"166" 5.307536 203.9575 1.23457442960527 88.110211 0.0543882132876725 0.093371630316817 0.0588183123897909 3.91666666666667
"167" 4.766394 208.2575 1.23473738652104 88.497623 0.0523499316254594 0.17777438492672 0.0841960869316595 1.57666666666667
"168" 4.30989 272.476 1.23915712147046 96.229186 0.0460095501277295 0.0206398564785962 0.000792632403350132 1.26333333333333
"169" 4.40704 178.9788 1.23948684800576 80.6639 0.0199096717978507 0.463046775849584 0.293530513306983 1.24333333333333
"170" 4.6887 177.8139 1.23904801461651 80.592886 0.0287913494145499 0.432670388953929 0.345901978572162 3.90333333333333
"171" 5.019474 177.292 1.23919085463787 81.682122 0.0398157257114989 0.433559910018609 0.303136783739086 3.79666666666667
"172" 4.822338 168.6952 1.24097367463383 85.714333 0.0525051126652673 0.475987650215231 0.206560632089248 3.98333333333333
"173" 4.82229 164.5048 1.24058576271769 85.931743 0.0447052956168128 0.378727131978662 0.179318895738527 4.33333333333333
"174" 5.037454 170.622 1.23983455758427 80.688893 0.0398922947981262 0.206903926243851 0.168628273757302 2.50333333333333
"175" 4.775343 168.7839 1.23902086831226 76.177033 0.0305519833863243 0.185063396713638 0.248046313182231 1.39666666666667
"176" 4.565055 164.2027 1.23766396029306 68.490498 0.0198183548719566 0.185125640535004 0.380717974774522 1.14333333333333
"177" 4.21481 158.285 1.23796026173791 69.322649 0.0405566087202033 0.311348396905559 0.471391854851179 1.83666666666667
"178" 4.419469 157.8055 1.23812682096725 66.636954 0.031232598305362 0.162797454551064 0.410175241724388 2.41666666666667
"179" 4.351014 149.422 1.23841512971543 74.835671 0.0370905494673196 0.305143906150095 0.44230325875264 1.77
"180" 4.31321 155.3308 1.23898155435064 78.6471 0.0517722763324763 0.251963340033437 0.453771805909199 1.12666666666667
"181" 4.419629 159.9316 1.23915816901986 80.557576 0.0479679402954411 0.423698772114551 0.312528426366147 1.00666666666667
"182" 3.843265 149.4191 1.23970346188195 81.854898 0.105525328073916 0.576424323269694 0.316111602480031 1.98
"183" 4.221659 153.8019 1.23953788660776 80.645055 0.0574012254424149 0.466979534989511 0.413030591760607 2.06666666666667
"184" 4.420624 155.3321 1.23974134817202 81.209807 0.0327779517099848 0.522275278604616 0.431795620773028 3.77
"185" 4.788447 157.4518 1.23888184710944 78.469366 0.0398280486345573 0.222038198900559 0.546656617543433 1.51666666666667
"186" 4.47235 151.8097 1.23890096895255 78.601676 0.0562004315404653 0.489167017846955 0.527472062096851 2.56
"187" 4.192564 150.6724 1.23798134997885 75.78585 0.0774009651373241 0.430554695345074 0.426597318069568 1.49333333333333
"188" 3.953069 141.8456 1.24040988670969 77.37517 0.198083994992245 0.923474057524422 0.183731783030652 3.00666666666667
"189" 3.925145 141.5631 1.2407815343968 78.044659 0.201280462250439 0.90659873594648 0.107228401450961 2.50666666666667
"190" 4.172515 146.0604 1.24365297428916 81.095747 0.146260085344211 0.554204543197954 0.340919861902479 2.67333333333333
"191" 4.837816 151.3336 1.24310912728695 80.124543 0.0507384737245071 0.0793436118662764 0.462921866294377 2.34666666666667
"192" 4.653639 153.8886 1.24341852768175 80.786889 0.0529352190833883 0.22150576508746 0.37178882167511 2.80666666666667
"193" 4.544172 155.9466 1.24460617741549 82.392671 0.0518064897191392 0.287008539607036 0.454755795264473 4.96333333333333
"194" 5.262177 160.8801 1.24406906426812 81.828712 0.0265023772480477 0.106621198328212 0.319066011701485 2.86333333333333
"195" 4.165025 162.0885 1.24420132284675 82.892756 0.0472974111800049 0.272673088715566 0.0512886403574166 1.19
"196" 4.308783 164.276 1.24444595451849 83.511661 0.0719745691532853 0.0975978227923272 0.0265282590474951 1.61333333333333
"197" 4.47599 27.06958 1.23420568200073 66.204117 0.157161923954254 0.609016420613746 0.0409163487523846 14.1366666666667
"198" 4.978847 29.96215 1.23529146273376 67.594076 0.17736273076879 0.341516737556887 0.173428059754662 18.3433333333333
"199" 5.798652 30.68158 1.23381469229184 66.778985 0.147880766081496 0.0439225419229604 0.132614599819038 17.91
"200" 5.914454 30.82273 1.23305730005833 65.306505 0.126375367869967 0.195539620594591 0.14189140570449 18.2166666666667
"201" 5.868582 30.64439 1.23403968915109 64.942302 0.137880138677452 0.135047117242321 0.153867210000237 19.23
"202" 6.285582 31.65752 1.23323592622672 64.222229 0.103265632363081 0.1026170262032 0.0757004419711811 18.5733333333333
"203" 6.434873 31.40219 1.23296557886518 65.064895 0.0775250109831228 0.11030730648063 0.0232780621437103 17.5233333333333
"204" 6.537684 32.76349 1.23334891492956 65.721886 0.0489400680730363 0.0725106825441729 0.0395558325707695 14.6833333333333
"205" 6.331181 38.87153 1.23337140886297 66.67385 0.0731861875375226 0.128325595024193 0.0616400068072319 13.2533333333333
"206" 5.407106 42.19732 1.23371450791575 67.172743 0.0719361706613482 0.276409792074511 0.0279582118169245 11.2066666666667
"207" 6.178745 47.41044 1.23286387932162 66.535986 0.0877622397428604 0.259469823401791 0.135887838829159 10.3033333333333
"208" 4.725959 77.82569 1.23332870986674 64.754249 0.0897879351048115 0.379326967762502 0.130900272907309 5.22
"209" 5.52193 79.79453 1.23381844263827 64.557866 0.0714192863726994 0.240997868189779 0.286091257971387 10.6
"210" 6.203847 79.56611 1.23405541862685 65.605444 0.0586198370140334 0.112391915159003 0.267255920486989 9.32333333333333
"211" 6.25623 78.78097 1.23436472963794 66.093428 0.0459452098148566 0.121319478632873 0.223996154985338 6.25333333333333
"212" 5.835413 79.49534 1.23458307476727 66.900386 0.0441174600666654 0.235167984075375 0.110139484642724 9.31666666666667
"213" 5.977279 78.92975 1.23466338016489 67.503422 0.0462820959168879 0.249653691532229 0.13684526072063 7.14
"214" 6.27899 80.6509 1.23574614159527 68.289948 0.0668609601225675 0.265015329936087 0.175104696339098 6.21
"215" 6.330122 83.87637 1.23560299744848 68.945751 0.0517322572929874 0.221163297015644 0.184959690393884 8.38666666666667
"216" 5.995114 86.07834 1.23607601500517 69.41469 0.0629250753196686 0.119603553387322 0.131774281152992 11.1733333333333
"217" 5.788162 87.77748 1.23741753228999 70.224822 0.0885036562556473 0.181713949141502 0.116216054652705 14.05
"218" 5.259884 90.50127 1.23774096996732 70.937755 0.111528029895716 0.471543192866831 0.156782876578896 14.2133333333333
"219" 5.940822 91.96418 1.23795526909294 70.554312 0.104547922829534 0.364222775541685 0.2554186317649 13.54
"220" 6.345279 92.02834 1.23841549881955 70.25676 0.0706789725085375 0.283156332721274 0.256785082722456 19.7433333333333
"221" 7.032842 91.40881 1.23873665303066 68.391712 0.0712143255884321 0.259446497671758 0.289085195810272 18.46
"222" 7.16526 92.20498 1.23921193852311 67.617881 0.109426692122826 0.158872030932746 0.284132123903636 17.2733333333333
"223" 6.245083 96.10537 1.2401074680554 67.979503 0.159178637017314 0.277617259263335 0.153661193855431 19.24
"224" 5.971569 97.76655 1.23984004196664 70.420215 0.174712876967511 0.223284871699713 0.00780639728463433 15.4633333333333
"225" 4.244194 106.3247 1.24153083575142 71.733406 0.185334365017245 0.998846440371806 0.0670464002891423 16.28
"226" 4.558383 108.3909 1.24208977022836 71.774865 0.192031209312601 1.08419232456566 0.172660150035234 15.1333333333333
"227" 4.956842 111.6995 1.24164230253747 71.969463 0.16944679697275 1.02578151743516 0.0894049909900449 15.81
"228" 5.111169 112.7057 1.24136260495343 72.319779 0.175564181110036 1.00118890296388 0.0582958709411514 14.4666666666667
"229" 3.668536 131.262 1.24285564939262 70.928233 0.113161926174365 0.726803474827459 0.00903255430690269 11.02
"230" 4.176669 134.3713 1.24359632173281 70.192092 0.127240248149901 0.574625322739077 0.0373667005150987 12.1433333333333
"231" 3.766182 137.4413 1.24368213431611 68.705924 0.11665809034189 1.18595866202706 0.0721250369241824 7.3
"232" 4.411626 142.5149 1.24366828541172 69.465076 0.175555974146494 0.919884470782432 0.146994203830978 7.89333333333333
"233" 5.05808 144.946 1.24344001097249 68.44408 0.126748509315788 0.495930073747164 0.289501713401383 6.54666666666667
"234" 5.819903 148.043 1.24323401870129 67.034085 0.0636733808106424 0.163757226898083 0.436307745856233 7.55
"235" 6.002701 150.0033 1.24339337614891 65.947629 0.0303357272001387 0.138839056798865 0.502296941552949 8.22666666666667
"236" 6.072374 149.1368 1.2448531701787 66.687934 0.0703599778274527 0.155554540806449 0.482714326491092 5.96333333333333
